リークアドレス,リークサイズ,保持時間
3105605501064,24,3799156
3105605501176,48,3798406
3105605501240,48,3798328
3105605501104,24,3798156
3105605501360,24,3797969
3105605501576,48,3797328
3105605501640,48,3797219
3105605501304,24,3797031
3105605501760,24,3796844
3105605501008,24,3796781
3105605501976,144,3795781
3105605501704,40,3795656
3105605501472,48,3795609
2756226808168,80,3795531
3105605501800,48,3795469
2756226805216,24,3795422
2756226808264,272,3795297
2756226808552,272,3795219
2756226808840,480,3795172
2756226809336,936,3795094
2756226805984,24,3795031
2756226810288,24,3794984
2756226810328,272,3794906
2756226810616,24,3794781
3105605501400,24,3794734
3105605501536,24,3794547
3105605501920,24,3794469
3105605501864,24,3794297
3105605502208,24,3794234
3105605502248,24,3794172
3105605502288,24,3794109
3105605502992,80,3793906
3105605502136,32,3793422
3105605503192,48,3793359
3105605503256,112,3793297
3105605503384,200,3793234
3105605503600,80,3793172
3105605503696,48,3793109
3105605502328,48,3792672
3105605503760,48,3792547
3105605503824,24,3792422
3105605502392,24,3792234
3105605503920,24,3792172
3105605503864,24,3791984
2756226810656,24,3791922
3105605504032,24,3791859
3105605504072,24,3791797
3105605504112,24,3791734
3105605503960,24,3791547
3105605504256,24,3791500
3105605504296,24,3791437
3105605504336,80,3790687
3105605504432,48,3790562
3105605503128,24,3790375
3105605503088,24,3790187
3105605504208,24,3790125
3105605504152,24,3789937
3105605504872,24,3789875
3105605504912,24,3789812
3105605504952,24,3789750
3105605504800,24,3789562
3105605505096,24,3789500
3105605505136,80,3789437
3105605505232,144,3788562
2756226810696,272,3788500
3105605505392,48,3788453
2756226811032,48,3788265
3105605505456,48,3788078
2756226811200,80,3788000
2756226811096,80,3787812
2756226811464,48,3787703
3105605504992,48,3787187
2756226811296,80,3787140
2756226811824,144,3787015
3105605505520,32,3786937
3105605505568,80,3786890
3105605504496,48,3786828
3105605506248,80,3786578
3105605505056,24,3786515
3105605506344,80,3786437
3105605506440,24,3786140
3105605506480,24,3786062
3105605504560,80,3786015
3105605504656,24,3785953
3105605504696,80,3785890
3105605506704,80,3785828
2756226811984,272,3785703
2756226812272,144,3785578
2756226812432,144,3785515
3105605506800,24,3784687
3105605507560,144,3784640
2756226812592,144,3784203
3105605507720,48,3784140
2756226811392,48,3784015
3105605506840,528,3783953
2756226811528,48,3783890
2756226811592,144,3783828
2756226812752,72,3783765
2756226812840,144,3783719
2756226813000,472,3783656
2756226813488,144,3783594
3105605508432,472,3783531
2756226813648,80,3783469
3105605507784,48,3783406
3105605507384,48,3783344
3105605508920,528,3783281
3105605509464,272,3783031
2756226813744,80,3782953
2756226813840,80,3782906
3105605510304,272,3782844
3105605510592,272,3782781
3105605507448,24,3782719
3105605507488,24,3782656
3105605510880,272,3782594
3105605511168,272,3782531
3105605506520,48,3782469
3105605506624,24,3782344
3105605506664,24,3782156
3105605506584,24,3782094
3105605511456,24,3781906
3105605511584,24,3781844
3105605511624,24,3781781
3105605511664,24,3781719
3105605511496,24,3781531
3105605511536,24,3781469
3105605511808,80,3780734
3105605511904,48,3780594
3105605511744,24,3780406
3105605511704,24,3780219
3105605505720,24,3780156
3105605505664,24,3779984
3105605505832,24,3779922
3105605505872,24,3779844
3105605505912,24,3779781
3105605512272,80,3778922
3105605505760,48,3778781
3105605512736,472,3778672
3105605512368,48,3778594
3105605511968,48,3778515
3105605513224,528,3778484
3105605505952,272,3778234
3105605514320,272,3778172
3105605514608,272,3778109
3105605512032,24,3778031
3105605512072,24,3777969
3105605514896,272,3777922
3105605515184,272,3777859
3105605500608,24,3777094
3105605512112,24,3777047
3105605512152,24,3776984
3105605512192,32,3776922
3105605498808,472,3776859
3105605474384,272,3776797
3105605512432,272,3776734
3105605499296,48,3776672
3105605502432,272,3776609
3105605514064,24,3776359
3105605507848,272,3776297
3105605514104,48,3776172
3105605509752,272,3776109
3105605515472,472,3776047
3105605508136,272,3775984
3105605515960,272,3775922
3105605514168,48,3775859
3105605516248,272,3775797
3105605516536,272,3775547
3105605517376,272,3775500
3105605510040,144,3775437
3105605514232,24,3775375
3105605514272,24,3775312
3105605502720,144,3775265
3105605517664,272,3775203
3105605510200,48,3775062
3105605516824,272,3775015
3105605517952,472,3774953
3105605518440,272,3774890
3105605518728,272,3774828
3105605502880,48,3774765
3105605519016,272,3774703
3105605510264,24,3774453
3105605519304,272,3774390
3105605517112,48,3774265
3105605519592,272,3774203
3105605519880,472,3774140
3105605520368,272,3774078
3105605520656,272,3774015
3105605517176,48,3773953
3105605520944,272,3773890
3105605521232,272,3773640
3105605522072,272,3773578
3105605522360,144,3773515
3105605502944,24,3773453
3105605517240,24,3773390
3105605522520,144,3773328
3105605522680,272,3773265
3105605517280,48,3773140
3105605521520,272,3773078
3105605522968,472,3773015
3105605523456,272,3772953
3105605523744,272,3772890
3105605521808,48,3772828
3105605524032,272,3772765
3105605524320,272,3772531
3105605525160,272,3772469
3105605521872,144,3772422
3105605522032,24,3772359
3105605525448,24,3772297
3105605525488,144,3772234
3105605525648,272,3772156
3105605525936,48,3772109
3105605526000,48,3771719
3105605526064,48,3771594
3105605526168,24,3771469
3105605526128,24,3771281
3105605526264,24,3771219
3105605526208,24,3771031
3105605526376,24,3770969
3105605526416,24,3770906
3105605526456,24,3770844
3105605526600,24,3770344
3105605526640,48,3770281
3105605526536,24,3770109
3105605526496,24,3769906
3105605526760,24,3769844
3105605526872,48,3769125
3105605526936,48,3769062
3105605526800,24,3768875
3105605527056,24,3768687
3105605527272,48,3768062
3105605527336,48,3767937
3105605527000,24,3767750
3105605527456,24,3767547
3105605526704,24,3767500
3105605527672,144,3766515
3105605527168,48,3766390
3105605527400,24,3766203
3105605527232,24,3766015
3105605527496,24,3765969
3105605527608,24,3765765
3105605527096,24,3765703
3105605527832,24,3765640
3105605527872,24,3765578
3105605528016,80,3765406
3105605527536,32,3764906
3105605528792,48,3764844
3105605528856,112,3764781
3105605528984,200,3764719
3105605529200,80,3764656
3105605529296,48,3764594
3105605527912,48,3764172
3105605529360,144,3764031
3105605524608,32,3763922
3105605524656,80,3763844
3105605524752,48,3763781
3105605524816,48,3763719
3105605529520,272,3763656
3105605529808,472,3763594
3105605530296,272,3763531
3105605530584,272,3763469
3105605524880,48,3763406
3105605530872,272,3763344
3105605531160,272,3763094
3105605532000,272,3763031
3105605524944,144,3762984
3105605527976,24,3762906
3105605525104,24,3762844
3105605532288,144,3762781
3105605532448,272,3762734
3105605532736,48,3762656
3105605532800,48,3762297
3105605532864,48,3762172
3105605532968,24,3762031
3105605532928,24,3761844
3105605533064,24,3761797
3105605533008,24,3761609
3105605533176,24,3761531
3105605533216,24,3761484
3105605533256,24,3761422
3105605533400,24,3760922
3105605533440,48,3760859
3105605533336,24,3760672
3105605533296,24,3760484
3105605533560,24,3760437
3105605533672,48,3759703
3105605533736,48,3759640
3105605533600,24,3759469
3105605533856,24,3759281
3105605534072,48,3758640
3105605534136,48,3758484
3105605533800,24,3758344
3105605534256,24,3758156
3105605533504,24,3758094
3105605534472,144,3757125
3105605533968,48,3757000
3105605534200,24,3756828
3105605534032,24,3756640
3105605534296,24,3756562
3105605534408,24,3756390
3105605533896,24,3756328
3105605534632,24,3756250
3105605534672,24,3756203
3105605534816,80,3756015
3105605534336,32,3755562
3105605535592,48,3755500
3105605535656,112,3755437
3105605535784,200,3755375
3105605536000,80,3755328
3105605536096,48,3755265
3105605534712,48,3754890
3105605536160,144,3754781
3105605531448,144,3754562
3105605534912,80,3754500
3105605531608,80,3754437
3105605531704,80,3754312
3105605531800,144,3754250
3105605535008,144,3754187
3105605535168,80,3754125
3105605533104,48,3754062
3105605535264,80,3754000
3105605535360,144,3753937
3105605536320,144,3753890
3105605536480,80,3753828
3105605536576,80,3753765
3105605535520,32,3753703
3105605536672,80,3753656
3105605536768,48,3753578
3105605536832,48,3753500
3105605536896,144,3753453
3105605537056,48,3753390
3105605526304,48,3753156
3105605528112,272,3753094
3105605537120,472,3753015
3105605528400,272,3752953
3105605537608,272,3752890
3105605528688,48,3752844
3105605537896,272,3752765
3105605538184,272,3752515
3105605539024,272,3752469
3105605539312,144,3752406
3105605534776,24,3752344
3105605528752,24,3752265
3105605539472,144,3752219
3105605539632,272,3752156
3105605539920,48,3752094
3105605540072,48,3751719
3105605539984,48,3751609
3105605540136,24,3751484
3105605531960,24,3751297
3105605540232,24,3751250
3105605540176,24,3751094
3105605540344,24,3751031
3105605540384,24,3750969
3105605540424,24,3750906
3105605540568,24,3750437
3105605540608,48,3750375
3105605540504,24,3750187
3105605540464,24,3750015
3105605540728,24,3749984
3105605540840,48,3749265
3105605540904,48,3749203
3105605540768,24,3749015
3105605541024,24,3748828
3105605541240,48,3748265
3105605541304,48,3748172
3105605540968,24,3748015
3105605541424,24,3747828
3105605540672,24,3747781
3105605541640,144,3746797
3105605541368,40,3746687
3105605541136,48,3746609
3105605541464,48,3746547
3105605541064,24,3746359
3105605541200,24,3746187
3105605541584,24,3746125
3105605541528,24,3745922
3105605541872,24,3745859
3105605541912,24,3745797
3105605541952,24,3745750
3105605542656,80,3745547
3105605541800,32,3745062
3105605542856,48,3745000
3105605542920,112,3744937
3105605543048,200,3744875
3105605543264,80,3744812
3105605543360,48,3744750
3105605541992,48,3744312
3105605543424,48,3744187
3105605543488,24,3744062
3105605542056,24,3743890
3105605543584,24,3743828
3105605543528,24,3743640
3105605543696,24,3743578
3105605543736,24,3743500
3105605543776,24,3743453
3105605543624,24,3743265
3105605543920,24,3743203
3105605543960,24,3743140
3105605544000,80,3742390
3105605544096,48,3742265
3105605542792,24,3742078
3105605542752,24,3741890
3105605543872,24,3741828
3105605543816,24,3741640
3105605544536,24,3741594
3105605544576,24,3741515
3105605544616,24,3741469
3105605544464,24,3741265
3105605544760,24,3741203
3105605544800,80,3741140
3105605544896,144,3740281
3105605545056,48,3740203
3105605545120,48,3740078
3105605544656,48,3739656
3105605545184,32,3739531
3105605545232,80,3739469
3105605544160,48,3739406
3105605545912,80,3739156
3105605544720,24,3739094
3105605546008,80,3739015
3105605546104,24,3738719
3105605546144,24,3738656
3105605544224,80,3738594
3105605544320,24,3738531
3105605544360,80,3738469
3105605546368,80,3738406
3105605546464,24,3737469
3105605547224,144,3737422
3105605547384,48,3736984
3105605546504,528,3736922
3105605548096,472,3736859
3105605547448,48,3736797
3105605547048,48,3736734
3105605548584,528,3736672
3105605549128,272,3736422
3105605549968,272,3736359
3105605550256,272,3736297
3105605547112,24,3736234
3105605547152,24,3736172
3105605550544,272,3736109
3105605550832,272,3736047
3105605546184,48,3735984
3105605546288,24,3735859
3105605546328,24,3735687
3105605546248,24,3735625
3105605551120,24,3735422
3105605551248,24,3735359
3105605551288,24,3735297
3105605551328,24,3735234
3105605551160,24,3735047
3105605551200,24,3734984
3105605551472,80,3734250
3105605551568,48,3734109
3105605551408,24,3733937
3105605551368,24,3733750
3105605545384,24,3733687
3105605545328,24,3733500
3105605545496,24,3733437
3105605545536,24,3733375
3105605545576,24,3733312
3105605551936,80,3732437
3105605545424,48,3732297
3105605552400,472,3732187
3105605552032,48,3732125
3105605551632,48,3732062
3105605552888,528,3732000
3105605545616,272,3731750
3105605553984,272,3731687
3105605554272,272,3731625
3105605551696,24,3731562
3105605551736,24,3731500
3105605554560,272,3731437
3105605554848,272,3731375
3105605540272,24,3730625
3105605551776,24,3730562
3105605551816,24,3730500
3105605551856,32,3730437
3105605538472,472,3730375
3105605513768,272,3730328
3105605552096,272,3730265
3105605538960,48,3730203
3105605542096,272,3730140
3105605553728,24,3729890
3105605547512,272,3729828
3105605553768,48,3729703
3105605549416,272,3729640
3105605555136,472,3729578
3105605547800,272,3729515
3105605555624,272,3729453
3105605553832,48,3729390
3105605555912,272,3729328
3105605556200,272,3729078
3105605557040,272,3729015
3105605549704,144,3728953
3105605553896,24,3728890
3105605553936,24,3728828
3105605542384,144,3728765
3105605557328,272,3728703
3105605549864,48,3728578
3105605556488,272,3728515
3105605557616,472,3728453
3105605558104,272,3728390
3105605558392,272,3728328
3105605542544,48,3728265
3105605558680,272,3728203
3105605549928,24,3727953
3105605558968,272,3727890
3105605556776,48,3727765
3105605559256,272,3727703
3105605559544,472,3727640
3105605560032,272,3727578
3105605560320,272,3727515
3105605556840,48,3727469
3105605560608,272,3727390
3105605560896,272,3727156
3105605561736,272,3727094
3105605562024,144,3727015
3105605542608,24,3726953
3105605556904,24,3726890
3105605562184,144,3726844
3105605562344,272,3726781
3105605556944,48,3726640
3105605561184,272,3726594
3105605562632,472,3726531
3105605563120,272,3726453
3105605563408,272,3726406
3105605561472,48,3726344
3105605563696,272,3726281
3105605563984,272,3726031
3105605564824,272,3725969
3105605561536,144,3725906
3105605561696,24,3725844
3105605565112,24,3725781
3105605565152,144,3725719
3105605565312,272,3725672
3105605565600,48,3725594
3105605565664,48,3725219
3105605565728,48,3725109
3105605565832,24,3724969
3105605565792,24,3724781
3105605565928,24,3724719
3105605565872,24,3724531
3105605566040,24,3724469
3105605566080,24,3724422
3105605566120,24,3724344
3105605566264,24,3723859
3105605566304,48,3723797
3105605566200,24,3723609
3105605566160,24,3723422
3105605566424,24,3723359
3105605566536,48,3722625
3105605566600,48,3722547
3105605566464,24,3722375
3105605566720,24,3722172
3105605566936,48,3721547
3105605567000,48,3721437
3105605566664,24,3721250
3105605567120,24,3721078
3105605566368,24,3721015
3105605567336,144,3720015
3105605566832,48,3719890
3105605567064,24,3719703
3105605566896,24,3719515
3105605567160,24,3719469
3105605567272,24,3719281
3105605566760,24,3719219
2756226813936,80,3622781
3057605420176,80,3622719
2756226810984,24,3622687
2756226814032,272,3622625
3105605567496,24,3622562
2756226814320,272,3622500
2756226814608,480,3622437
2756226815104,936,3622375
3105605567536,24,3622312
2756226811752,24,3622125
3057605420272,24,3622062
3057605421472,272,3622000
3105605567680,80,3621937
2756226816056,24,3621687
2756226816096,272,3621562
2756226816384,24,3621453
3105605567200,32,3621281
3105605568456,48,3621219
3057605421760,272,3621140
3057605422048,480,3621078
3105605568520,112,3621031
3105605568648,200,3620953
3105605568864,80,3620906
3057605422544,936,3620844
3057605420312,24,3620781
3105605568960,48,3620750
3057605420352,24,3620609
3105605567576,48,3620203
3105605569024,144,3620125
3105605564272,32,3620031
3105605564320,80,3619984
3105605564416,48,3619922
3105605564480,48,3619859
3105605569184,272,3619812
2756226816424,24,3619750
3105605569472,472,3619703
3105605569960,272,3619640
3105605570248,272,3619578
3105605564544,48,3619531
3105605570536,272,3619469
3105605570824,272,3619234
2756226816464,272,3619172
2756226816800,48,3619062
2756226816968,80,3618890
2756226816864,80,3618703
2756226817232,48,3618625
2756226817064,80,3618453
2756226817592,144,3618406
2756226817752,272,3618344
2756226818040,144,3618265
2756226818200,144,3618219
2756226818360,144,3618156
3105605571664,272,3618094
